ITEM,ZONA,DESCRIÇÃO DO DOCUMENTO,DT-INICIO,DT-FIM,GUARDA,UNID. TEMPO,DESTINAÇÃO,QUANTIDADE,CONSERVAÇÃO,DESCRICAO,DT_PROC,EVENTO
1200,9,OFÍCIO N 19/GABJU,,2016,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1201,9,OFÍCIO N 19/GABJU,,2016,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1202,9,OFÍCIO N 19/GABJU,,2016,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1203,9,OFÍCIO N 20/GABJU,,2016,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1204,9,OFÍCIO N 21/GABJU,,2016,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1205,9,OFÍCIO N 23/GABJU,,2016,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1206,9,Oficio n. 24/2016/JE,,2016,2,ano,Eliminação,2,Bom,Outro,30/05/2022,484647
1207,9,OFÍCIO N 25/GABJU,,2016,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1208,9,OFÍCIO N 26/GABJU,,2016,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1209,9,OFÍCIO N 27/GABJU,,2016,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1210,9,OFÍCIO N 28/CE,,2016,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1211,9,Ofício n 29/GABJU,,2016,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1212,9,OF/GABJU/N. 30/GABJU,,2016,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1213,9,Oficio n. 31/GABJU,,2016,2,ano,Eliminação,2,Bom,Outro,30/05/2022,484647
1214,9,OFÍCIO N 35/2016 – PRESI/CRE/COCRE,,2016,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1215,9,OFÍCIO N 37/GABJU,,2016,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1216,9,OFÍCIO N 41/GABJU,,2016,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1217,9,Oficio n. 42/GABJU,,2016,2,ano,Eliminação,4,Bom,Outro,30/05/2022,484647
1218,9,OFÍCIO N 43/GABJU,,2016,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1219,9,OFÍCIO N 44/GABJU,,2016,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1220,9,OFÍCIO N 47/GABJU,,2016,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1221,9,OFÍCIO N 49/GABJU,,2016,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1222,9,Oficio n. 51/GABJU,,2016,2,ano,Eliminação,2,Bom,Outro,30/05/2022,484647
1223,9,Oficio n. 55/GABJU,,2016,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1224,9,Oficio n. 56/GABJU,,2016,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1225,9,Oficio n. 57/GABJU,,2016,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1226,9,Oficio n. 58/GABJU,,2016,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1227,9,Oficio n. 60/GABJU,,2016,2,ano,Eliminação,2,Bom,Outro,30/05/2022,484647
1228,9,OFÍCIO N 61/GABJU,,2016,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1229,9,Oficio n. 62/GABJU,,2016,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1230,9,Oficio n. 63/GABJU,,2016,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1231,9,Oficio n. 65/GABJU,,2016,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1232,9,OFÍCIO N 66/GABJU,,2016,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1233,9,Oficio n. 71/GABJU,,2016,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1234,9,Oficio n. 72/GABJU,,2016,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1235,9,Oficio n. 73/GABJU,,2016,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1236,9,Oficio n. 77/GABJU,,2016,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1237,9,Oficio n. 81/GABJU,,2016,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1238,9,Oficio n. 82/GABJU,,2016,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1239,9,Oficio n. 85/JE,,2016,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1240,9,Oficio n. 86/JE,,2016,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1241,9,Oficio n. 87/GABJU,,2016,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1242,9,Oficio n. 88/GABJU,,2016,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1243,9,Oficio n. 89/GABJU,,2016,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1244,9,Oficio n. 90/GABJU,,2016,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1245,9,Oficio n. 91/GABJU,,2016,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1246,9,Oficio n. 92/GABJU,,2016,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1247,9,Oficio n. 93/GABJU,,2016,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1248,9,Oficio n. 94/GABJU,,2016,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1249,9,Oficio n. 95/GABJU,,2016,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1250,9,Oficio n. 96/GABJU,,2016,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1251,9,Oficio n. 97/GABJU,,2016,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1252,9,Oficio n. 98/GABJU,,2016,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1253,9,Oficio n. 99/GABJU,,2016,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1254,9,Oficio n. 101/GABJU,,2016,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1255,9,Oficio n. 102/GABJU,,2016,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1256,9,Oficio n. 102/GABJU,,2016,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1257,9,Oficio n. 103/GABJU,,2016,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1258,9,Oficio n. 105/GABJU,,2016,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1259,9,Oficio n. 106/GABJU,,2016,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1260,9,Oficio n. 107/GABJU,,2016,2,ano,Eliminação,2,Bom,Outro,30/05/2022,484647
1261,9,OFÍCIO N 173/2016/PRES/OAB/AC,,2016,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1262,9,OFÍCIO N 618/2016/GAB,,2016,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1263,9,OF. N 897/P-1/4 BPM/2016,,2016,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1264,9,Adm/Of n 01,,2016,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1265,9,2016- GENEG/ACR,,2016,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1266,9,OFICIO N 746/2016 - PROJURI,,2016,2,ano,Eliminação,3,Bom,Outro,30/05/2022,484647
1267,9,OFICIO/SEPLAN/DP/N 005 /2016,,2016,2,ano,Eliminação,2,Bom,Outro,30/05/2022,484647
1268,9,OFICIO/SEPLAN/DP/N 019 /2016,,2016,2,ano,Eliminação,4,Bom,Outro,30/05/2022,484647
1269,9,Oficio n. 06/PRES/CTA/2016,,2016,2,ano,Eliminação,2,Bom,Outro,30/05/2022,484647
1270,9,Oficio n. 06/PRES/CTA/2016,,2016,2,ano,Eliminação,4,Bom,Outro,30/05/2022,484647
1271,9,Oficio n. 07/PRES/CTA/2016,,2016,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1272,9,Oficio n. 022/2016 - SEJUD,,2016,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1273,9,OFICIO N. 25/CE,,2016,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1274,9,Oficio n. 032/2016 — SEJUD,,2016,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1275,9,Oficio n. 034/2016 — SEJUD,,2016,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1276,9,Oficio n. 036/2016 — SEJUD,,2016,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1277,9,Oficio n. 051/2016 — SEJUD,,2016,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1278,9,Oficio n 064/2016/PJE/009ZE,,2016,2,ano,Eliminação,5,Bom,Outro,30/05/2022,484647
1279,9,Oficio n. 065/2016 — SEJUD,,2016,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1280,9,Oficio n. 76/2016/JE,,2016,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1281,9,Oficio n 79/2016-GAB/SR/PF/AC,,2016,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1282,9,OF/277/2016/GAB-PGj,,2016,2,ano,Eliminação,4,Bom,Outro,30/05/2022,484647
1283,9,OFÍCIO N 291/PROJURI/DETRAN,,2016,2,ano,Eliminação,5,Bom,Outro,30/05/2022,484647
1284,9,OF/GAPRE/N2 296/2016,,2016,2,ano,Eliminação,2,Bom,Outro,30/05/2022,484647
1285,9,Oficio n 597/2016,,2016,2,ano,Eliminação,4,Bom,Outro,30/05/2022,484647
1286,9,SECVA/OF n. 19,,2016,2,ano,Eliminação,3,Bom,Outro,30/05/2022,484647
1287,9,ESCVA/OF n. 419,,2017,2,ano,Eliminação,2,Bom,Outro,30/05/2022,484647
1288,9,ESCVA/OF N. 642,,2017,2,ano,Eliminação,2,Bom,Outro,30/05/2022,484647
1289,9,OF/ESM/N2 53,,2017,2,ano,Eliminação,14,Bom,Outro,30/05/2022,484647
1290,9,OF/INCRA/SR-14/A/NJ 63 /2017,,2017,2,ano,Eliminação,3,Bom,Outro,30/05/2022,484647
1291,9,Oficio n 014/FAB,,2017,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1292,9,Oficio n0001/2017 - IPL 0398/2014 - SR/PF/AC,,2017,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1293,9,Oficio n 21/2017,,2017,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1294,9,Oficio n 64 / 2017 - PRESI/5a ZE,,2017,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1295,9,Oficio n. 064/2017 — SEJUD,,2017,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1296,9,Oficio n. 064/2017 — SEJUD,,2017,2,ano,Eliminação,2,Bom,Outro,30/05/2022,484647
1297,9,OFICIO N 321/2017/PFN/AC/GAB,,2017,2,ano,Eliminação,3,Bom,Outro,30/05/2022,484647
1298,9,Oficio n 339/2017 — SR/DNIT/AC,,2017,2,ano,Eliminação,2,Bom,Outro,30/05/2022,484647
1299,9,Oficio n 852/2017 - PROJURI,,2017,2,ano,Eliminação,5,Bom,Outro,30/05/2022,484647
1300,9,Oficio n. 001/GABJU,,2017,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1301,9,OFICIO N. 002 /GABJU,,2017,2,ano,Eliminação,2,Bom,Outro,30/05/2022,484647
1302,9,OFICIO N. 003 /GABJU,,2017,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1303,9,OFÍCIO n. 004/GABJU,,2017,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1304,9,OFÍCIO N. 10/GABJU,,2017,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1305,9,OFÍCIO N. 011 /GABJU,,2017,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1306,9,OFÍCIO N. 012 /GABI15,,2017,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1307,9,OFÍCIO N. 013/GABJU,,2017,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1308,9,Oficio n. 03/CE,,2017,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1309,9,Oficio n. 04/CE,,2017,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1310,9,Oficio n. 05/CE,,2017,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1311,9,Oficio n. 06/CE,,2017,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1312,9,OFÍCIO N. 07/CE,,2017,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1313,9,OFÍCIO N. 08/CE,,2017,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1314,9,Oficio n. 09/CE,,2017,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1315,9,Oficio n. 12/CE,,2017,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1316,9,Oficio n. 013/CE,,2017,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1317,9,Oficio n. 14/CE,,2017,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1318,9,OFÍCIO N. 015/CE,,2017,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1319,9,Oficio n. 16/CE,,2017,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1320,9,Oficio n. 17/CE,,2017,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1321,9,Oficio n. 18/CE,,2017,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1322,9,OFÍCIO N. 19/CE,,2017,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1323,9,OFICIO N. 26/CE,,2017,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1324,9,Oficio n. 21/CE,,2017,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1325,9,Oficio n. 22/CE,,2017,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1326,9,OFÍCIO N. 23/CE,,2017,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1327,9,Oficio n. 24/CE,,2017,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1328,9,Oficio n. 26/CE,,2017,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1329,9,Oficio n. 27/CE,,2017,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1330,9,Oficio n. 28/CE,,2017,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1331,9,Oficio n. 29/CE,,2017,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1332,9,Oficio n. 30/CE,,2017,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1333,9,Oficio n. 31/CE,,2017,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1334,9,Oficio n. 32/CE,,2017,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1335,9,Oficio n. 32/CE,,2017,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1336,9,Oficio n. 33/CE,,2017,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1337,9,Oficio n. 35/CE,,2017,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1338,9,Oficio n. 41/CE,,2017,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1339,9,Ofício n. 43/CE,,2017,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1340,9,Oficio n. 44/CE,,2017,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1341,9,Oficio n. 45/CE,,2017,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1342,9,Oficio n. 46/CE,,2017,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1343,9,Oficio n. 47/CE,,2017,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1344,9,OFÍCIO N. 48/CE,,2017,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1345,9,Oficio n. 49/CE,,2017,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1346,9,Oficio n. 52/2017/CE,,2017,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1347,9,OFÍCIO N. 53/CE,,2017,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1348,9,Oficio n. 58/CE,,2017,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1349,9,OFÍCIO N. 59/CE,,2017,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1350,9,OFÍCIO N. 60/CE,,2017,2,ano,Eliminação,3,Bom,Outro,30/05/2022,484647
1351,9,OFÍCIO N. 61/CE,,2017,2,ano,Eliminação,3,Bom,Outro,30/05/2022,484647
1352,9,OFÍCIO N. 62/CE,,2017,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1353,9,OFÍCIO N. 63/CE,,2017,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1354,9,Oficio n. 64/CE,,2017,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1355,9,Oficio n. 65/CE,,2017,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1356,9,Oficio n 66/CE,,2017,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1357,9,Oficio n. 67/CE,,2017,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1358,9,Oficio n. 68/2017/CE,,2017,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1359,9,OFÍCIO N. 69/CE,,2017,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1360,9,OFICIO N. 71/CE,,2017,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1361,9,Oficio n. 72/CE,,2017,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1362,9,OFÍCIO N. 77/CE,,2017,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1363,9,Oficio n. 78/CE,,2017,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1364,9,OFÍCIO N. 79/CE,,2017,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1365,9,OFÍCIO N. 88/CE,,2017,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1366,9,OFÍCIO N. 89/CE,,2017,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1367,9,OFÍCIO N. 91/CE,,2017,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1368,9,OFÍCIO N. 91/CE,,2017,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1369,9,OFICIO N. 96/CE,,2017,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1370,9,Oficio n. 001/GABJU,,2016,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1371,9,OFICIO N. 002 /GABJU,,2017,2,ano,Eliminação,2,Bom,Outro,30/05/2022,484647
1372,9,OFICIO N. 003 /GABJU,,2017,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1373,9,OFÍCIO n. 004/GABJU,,2017,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1374,9,OFÍCIO N. 10/GABJU,,2017,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1375,9,OFÍCIO N. 011/GABJU,,2017,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1376,9,OFÍCIO N. 012 /GABJU,,2017,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1377,9,OFÍCIO N. 013/GABJU,,2017,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1378,9,OFÍCIO N. 14/GABJU,,2017,2,ano,Eliminação,2,Bom,Outro,30/05/2022,484647
1379,9,Oficio n. 15/ GABJU,,2017,2,ano,Eliminação,2,Bom,Outro,30/05/2022,484647
1380,9,Oficio n.16/GABJU,,2017,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1381,9,Oficio n.17/ GABJU,,2017,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1382,9,Oficio n.18/GABJU,,2017,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1383,9,Oficio n.19/ GABJU,,2017,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1384,9,Oficio n. 20/GABJU,,2017,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1385,9,Oficio n. 21/GABJU,,2017,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1386,9,Oficio n. 22/GABJU,,2017,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1387,9,Oficio n. 001/ GABJU,,2017,2,ano,Eliminação,2,Bom,Outro,30/05/2022,484647
1388,9,Oficio n. 002/ GABJU,,2017,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1389,9,Oficio n. 003/ GABJU,,2017,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1390,9,Oficio n. 004/ GABJU,,2017,2,ano,Eliminação,2,Bom,Outro,30/05/2022,484647
1391,9,Oficio n.005/GABJU,,2017,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1392,9,OFÍCIO n. 006/GABJU,,2018,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1393,9,Oficio n. 007/ GABJU,,2018,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1394,9,Oficio n. 008/ GABJU,,2018,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1395,9,Oficio n. 009/ GABJU,,2018,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1396,9,Oficio n. 010/ GABJU,,2018,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1397,9,OFÍCIO N. 11/ GABJU,,2018,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1398,9,Oficio n. 13/GABJU,,2018,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1399,9,Ofício n. 014/ GABJU,,2018,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1400,9,Oficio n. 016/GABJU,,2018,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1401,9,Oficio n. 017/GABJU,,2018,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1402,9,Oficio n. 018/GABJU,,2018,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1403,9,Oficio n. 019/GABJU,,2018,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1404,9,Oficio n. 020/GABJU,,2018,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1405,9,Oficio n.024/GABJU,,2018,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1406,9,Oficio n. 025/ GABJU,,2018,2,ano,Eliminação,3,Bom,Outro,30/05/2022,484647
1407,9,Oficio n.026/GABJU,,2018,2,ano,Eliminação,2,Bom,Outro,30/05/2022,484647
1408,9,Oficio n.028/GABJU,,2018,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1409,9,Oficio n. 029/ GABJU,,2018,2,ano,Eliminação,2,Bom,Outro,30/05/2022,484647
1410,9,Oficio n. 030/ GABJU,,2018,2,ano,Eliminação,2,Bom,Outro,30/05/2022,484647
1411,9,Oficio n. 031/ GABJU,,2018,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1412,9,Oficio n. 032/ GABJU,,2018,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1413,9,OFÍCIO N 034/GABJU,,2018,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1414,9,Oficio n. 037/GABJU,,2018,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1415,9,Oficio n. 038/GABJU,,2018,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1416,9,Oficio n. 039/GABJU,,2018,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1417,9,Ofício n. 040/GABJU,,2018,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1418,9,Oficio n. 041/GABJU,,2018,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1419,9,OFÍCIO N. 045/GABJU,,2018,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1420,9,OFÍCIO N. 046/GABJU,,2018,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1421,9,Oficio n. 047/GABJU,,2018,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1422,9,Oficio n. 048/GABJU,,2018,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1423,9,Oficio n. 050/ GABJU,,2018,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1424,9,Oficio n. 051/GABJU,,2018,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1425,9,Ofício n. 052/GABJU,,2018,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1426,9,Oficio n. 056/GABJU,,2018,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1427,9,Oficio n. 057/GABJU,,2018,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1428,9,Oficio n. 058/GABJU,,2018,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1429,9,Oficio N. 059/GABJU,,2018,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1430,9,Oficio n. 061/GABJU,,2018,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1431,9,OFÍCIO N. 065/GABJU,,2018,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1432,9,Oficio n. 066/GABJU,,2018,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1433,9,Oficio n. 067/GABJU,,2018,2,ano,Eliminação,2,Bom,Outro,30/05/2022,484647
1434,9,Oficio n. 068/GABJU,,2018,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1435,9,Oficio n. 069/GABJU,,2018,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1436,9,Oficio n. 070/GABJU,,2018,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1437,9,Oficio n. 071/GABJU,,2018,2,ano,Eliminação,2,Bom,Outro,30/05/2022,484647
1438,9,Oficio n. 074/GABJU,,2018,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1439,9,Oficio n. 075/GABJU,,2018,2,ano,Eliminação,2,Bom,Outro,30/05/2022,484647
1440,9,Oficio n. 076/GABJU,,2018,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1441,9,Oficio n. 078/GABJU,,2018,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1442,9,Oficio n. 079/GABJU,,2018,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1443,9,Oficio n. 080/GABJU,,2018,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1444,9,Oficio n. 082/GABJU,,2018,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1445,9,Oficio n. 084/GABJU,,2018,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1446,9,Oficio n 1253/GAB. SEMSUR,,2018,2,ano,Eliminação,1,Bom,Outro,30/05/2022,484647
1447,9,OFICIO 001/20I8-PSC/AC,,2018,2,ano,Eliminação,4,Bom,Outro,30/05/2022,484647
1448,9,OFICIO 001/2018-PSC/AC,,2018,2,ano,Eliminação,4,Bom,Outro,30/05/2022,484647
1449,9,OFICIO 005/2018-PSC/AC,,2018,2,ano,Eliminação,2,Bom,Outro,30/05/2022,484647
1450,9,Oficio n. 035/ GABJU,,2018,2,ano,Eliminação,48,Bom,Outro,30/05/2022,484647
1451,9,OF/CEE. 24/17,,2017,2,ano,Eliminação,6,Bom,Outro,30/05/2022,484647
